1;3;93;1305;1414
2;-1;-1;1331;1399
3;-1;-1;1305;1399
4;-1;-1;1305;1399
5;-1;-1;1305;1399
6;-1;-1;1305;1399
7;-1;-1;1305;1399
8;-1;-1;1305;1399
9;-1;-1;1305;1399
10;-1;-1;1307;1399
11;-1;-1;1305;1399
12;-1;-1;1305;1399
13;-1;-1;1305;1399
14;-1;-1;1305;1399
15;-1;-1;1305;1399
16;-1;-1;1305;1399
17;-1;-1;1305;1399
18;-1;-1;1305;1399
19;-1;-1;1305;1399
20;-1;-1;1305;1399
21;-1;-1;1305;1399
22;-1;-1;1305;1399
23;-1;-1;1305;1399
24;-1;-1;1305;1399
25;-1;-1;1305;1399
26;-1;-1;1305;1399
27;-1;-1;1305;1399
28;-1;-1;1305;1399
30;-1;-1;1305;1399
31;-1;-1;1305;1399
32;-1;-1;1305;1399
33;-1;-1;1305;1399
34;-1;-1;1305;1399
35;-1;-1;1305;1399
36;-1;-1;1305;1399
37;-1;-1;1305;1399
38;-1;-1;1305;1399
39;-1;-1;1305;1399
40;-1;-1;1305;1399
41;-1;-1;1307;1399
42;-1;-1;1307;1398
43;-1;-1;1305;1399
44;-1;-1;1305;1399
45;-1;-1;1305;1399
46;-1;-1;1305;1399
47;-1;-1;1305;1399
48;-1;-1;1305;1399
49;-1;-1;1305;1399
50;-1;-1;1305;1399
51;-1;-1;1290;1380
