1;1421;1430;1337;1427
2;-1;-1;1330;1419
3;-1;-1;1330;1419
4;-1;-1;1329;1419
5;39;129;1329;1420
6;-1;-1;1328;1419
7;-1;-1;1327;1423
8;-1;-1;1329;1424
9;-1;-1;1328;1423
10;41;130;1328;1422
11;51;141;1328;1424
12;-1;-1;1329;1420
13;27;117;1328;1424
14;50;137;1329;1424
17;-1;-1;1330;1419
18;40;128;1327;1424
19;-1;-1;1328;1424
20;-1;-1;1328;1423
21;47;137;1330;1420
22;-1;-1;1328;1424
23;-1;-1;1330;1420
24;-1;-1;1328;1427
25;-1;-1;1328;1424
26;23;113;1329;1424
27;-1;-1;1330;1421
28;40;130;1327;1424
29;-1;-1;1326;1429
30;-1;-1;1322;1424
31;-1;-1;1329;1424
32;50;140;1329;1424
33;-1;-1;1327;1429
34;-1;-1;1329;1424
35;-1;-1;1327;1429
36;-1;-1;1328;1424
37;-1;-1;1328;1429
38;-1;-1;1327;1429
39;1;132;1335;1429
