1;-1;-1;1323;1415
2;-1;-1;1323;1413
3;-1;-1;1324;1415
4;-1;-1;1324;1419
5;-1;-1;1323;1409
6;52;142;-1;-1
7;55;144;-1;-1
10;41;129;-1;-1
12;51;139;-1;-1
14;-1;-1;1323;1413
16;-1;-1;1326;1412
17;55;141;-1;-1
18;31;117;-1;-1
19;54;144;-1;-1
23;52;138;-1;-1
26;47;136;-1;-1
27;46;130;-1;-1
29;42;130;-1;-1
31;33;121;-1;-1
34;35;125;-1;-1
37;57;144;-1;-1
43;26;115;-1;-1
47;-1;-1;1323;1415
48;-1;-1;1324;1416
49;-1;-1;1324;1416
50;-1;-1;1324;1416
54;48;138;-1;-1
68;42;130;-1;-1
69;56;144;-1;-1
73;53;142;-1;-1
75;53;142;-1;-1
78;39;126;-1;-1
85;30;118;-1;-1
88;33;121;-1;-1
90;54;142;-1;-1
92;41;126;-1;-1
93;40;127;-1;-1
113;-1;-1;1325;1414
114;-1;-1;1325;1414
116;50;141;-1;-1
