1;-1;-1;1326;1416
2;20;111;1321;1416
3;10;112;1325;1432
6;20;142;1325;1416
7;20;141;1325;1447
8;0;143;1325;1417
9;-1;-1;1324;1433
10;20;141;1325;1417
11;-1;-1;1325;1432
12;1;141;1321;1447
13;10;130;1325;1432
14;11;144;1321;1444
15;20;126;1325;1432
16;20;132;1324;1432
17;0;143;1327;1449
20;-1;-1;1330;1417
21;22;141;1325;1411
22;-1;-1;1325;1418
23;-1;-1;1327;1417
24;24;142;1323;1418
25;-1;-1;1326;1417
26;-1;-1;1325;1417
28;19;129;1326;1417
29;-1;-1;1326;1416
31;-1;-1;1328;1432
32;20;129;1325;1433
33;19;113;1326;1433
34;19;129;1326;1433
35;20;129;1326;1433
36;19;111;1326;1433
37;20;120;1326;1417
38;20;117;1326;1432
39;20;112;1326;1416
40;20;111;1365;1415
42;20;112;1326;1416
43;20;112;1326;1416
45;20;111;1326;1415
