1;175;265;1340;1428
4;47;137;1336;1423
6;397;487;1336;1423
8;-1;-1;1335;1426
10;122;212;1336;1426
11;19;108;1334;1428
12;30;120;1336;1422
14;144;234;1337;1426
15;26;112;1376;1422
16;30;119;1336;1418
17;25;115;1337;1431
19;56;138;1336;1425
20;-1;-1;1338;1431
22;-1;-1;1337;1431
23;-1;-1;1334;1424
24;-1;-1;1337;1426
25;-1;-1;1336;1430
26;45;135;1338;1425
27;-1;-1;1336;1430
28;23;114;-1;-1
30;22;112;-1;-1
31;52;142;-1;-1
32;36;126;1336;1426
34;-1;-1;1338;1432
35;37;129;-1;-1
36;40;130;-1;-1
39;25;115;-1;-1
40;30;120;1335;1431
41;54;143;-1;-1
42;58;148;-1;-1
43;73;163;-1;-1
44;-1;-1;1337;1427
46;-1;-1;1336;1432
47;26;114;1337;1427
48;26;116;1337;1425
49;-1;-1;1118;1206
