2;-1;-1;1215;1297
3;56;143;1318;1399
4;-1;-1;1318;1399
5;-1;-1;1319;1399
6;43;131;1318;1397
7;-1;-1;1157;1212
8;-1;-1;1319;1399
9;-1;-1;1319;1399
10;-1;-1;1374;1454
11;35;121;1318;1399
12;-1;-1;1312;1399
13;30;119;1313;1399
14;-1;-1;1313;1398
15;-1;-1;1313;1399
16;-1;-1;1312;1399
17;45;133;1313;1399
18;-1;-1;1313;1399
19;-1;-1;1314;1399
20;15;104;1316;1399
22;-1;-1;1313;1399
23;57;147;1313;1399
24;-1;-1;1314;1399
25;37;124;1313;1399
26;-1;-1;1313;1399
27;-1;-1;1313;1399
28;-1;-1;1312;1399
31;-1;-1;1311;1399
32;33;123;1313;1399
33;-1;-1;1313;1394
34;-1;-1;1313;1399
35;-1;-1;1313;1399
36;-1;-1;1313;1398
38;-1;-1;1313;1399
39;58;149;1313;1399
40;0;111;1312;1399
41;0;113;1312;1399
42;-1;-1;1312;1401
43;41;131;1313;1400
44;27;117;1307;1400
45;-1;-1;1313;1399
48;54;144;1313;1400
49;54;144;1313;1401
50;-1;-1;1313;1401
51;-1;-1;1313;1399
52;48;138;1312;1454
53;-1;-1;1312;1399
54;-1;-1;1313;1400
55;-1;-1;1313;1399
56;-1;-1;1314;1399
57;-1;-1;1313;1399
58;-1;-1;1313;1399
60;19;110;1313;1459
61;-1;-1;1312;1399
62;-1;-1;1313;1399
64;45;135;1313;1399
65;55;145;1313;1399
66;-1;-1;1312;1399
67;-1;-1;1313;1399
68;-1;-1;1313;1399
69;-1;-1;1312;1399
70;-1;-1;1312;1460
71;-1;-1;1313;1399
72;-1;-1;1313;1399
73;-1;-1;1313;1460
74;-1;-1;1313;1399
75;23;124;1312;1459
76;47;148;1313;1399
79;-1;-1;1313;1459
80;26;126;1313;1400
82;-1;-1;1313;1459
83;-1;-1;1312;1460
84;-1;-1;1312;1459
85;-1;-1;1312;1460
86;-1;-1;1312;1400
87;-1;-1;1312;1400
88;-1;-1;1312;1399
89;43;143;1313;1399
90;-1;-1;1312;1400
91;34;134;1312;1400
92;-1;-1;1312;1399
