1;32;110;1324;1389
2;16;106;1332;1422
3;0;107;-1;-1
4;0;107;-1;-1
5;5;105;-1;-1
7;0;106;-1;-1
13;8;98;1355;1445
68;110;309;-1;-1
72;16;111;-1;-1
77;18;108;-1;-1
84;17;107;-1;-1
88;17;107;-1;-1
90;17;107;-1;-1
92;17;107;-1;-1
95;17;107;-1;-1
106;17;107;-1;-1
117;16;106;-1;-1
313;-1;-1;1261;1351
314;5;95;-1;-1
362;0;113;-1;-1
575;1;91;-1;-1
608;98;193;1363;1458
656;41;156;-1;-1
657;66;180;-1;-1
676;231;345;-1;-1
677;111;226;-1;-1
678;40;155;-1;-1
686;61;176;-1;-1
1028;-1;-1;1318;1408
1029;-1;-1;1289;1379
1030;-1;-1;1358;1448
1031;-1;-1;1330;1420
1037;74;187;-1;-1
1038;88;202;-1;-1
1039;68;182;1329;1408
1040;58;148;1313;1393
1041;101;202;-1;-1
1042;262;363;-1;-1
1043;84;186;1329;1410
1044;40;130;-1;-1
1045;102;203;-1;-1
1047;103;205;-1;-1
1052;92;194;1315;1394
1055;166;280;1323;1403
1056;105;219;-1;-1
1057;108;222;-1;-1
