1;31;115;1260;1345
2;26;116;-1;-1
4;32;128;1266;1334
5;-1;-1;1266;1336
6;-1;-1;1264;1341
7;20;108;1261;1341
9;40;125;1266;1341
10;-1;-1;1266;1343
11;38;122;1266;1338
12;16;100;1266;1340
13;22;112;1266;1345
14;18;111;1267;1345
15;11;102;1269;1340
16;23;110;1262;1335
17;30;112;-1;-1
19;26;113;1266;1340
20;24;112;1265;1336
21;36;121;1268;1345
22;31;119;1265;1345
24;35;125;1266;1338
25;35;125;1268;1345
26;18;111;-1;-1
27;26;119;1267;1344
28;33;120;1266;1345
29;7;101;1269;1345
30;-1;-1;1262;1328
31;27;116;1277;1345
32;30;115;1268;1338
33;26;115;1266;1345
35;31;118;1268;1338
36;31;113;-1;-1
37;17;111;1266;1345
38;31;127;1266;1345
40;22;114;1253;1345
41;16;108;1269;1345
42;18;115;1266;1345
43;24;112;1266;1345
44;15;105;1266;1345
45;22;111;1266;1345
46;21;116;1266;1345
47;40;134;-1;-1
