1;16;106;1259;1351
2;1;89;1261;1362
3;-1;-1;1261;1348
4;32;122;1260;1352
5;-1;-1;1260;1352
6;14;104;1261;1352
8;-1;-1;1262;1351
9;-1;-1;1261;1351
10;-1;-1;1261;1351
11;0;117;1261;1350
12;-1;-1;1261;1350
14;-1;-1;1260;1348
15;-1;-1;1260;1348
16;-1;-1;1260;1349
17;-1;-1;1260;1349
21;-1;-1;1259;1349
22;-1;-1;1262;1352
27;-1;-1;1264;1352
32;-1;-1;1260;1350
33;-1;-1;1260;1351
34;-1;-1;1260;1350
35;-1;-1;1260;1350
37;-1;-1;1261;1352
39;-1;-1;1260;1382
45;-1;-1;1261;1350
54;-1;-1;1232;1322
55;-1;-1;1250;1340
56;-1;-1;1165;1254
57;-1;-1;1251;1341
59;-1;-1;1235;1326
60;-1;-1;1196;1305
61;-1;-1;1200;1309
64;-1;-1;1255;1345
65;-1;-1;1250;1342
67;-1;-1;1236;1326
71;-1;-1;1241;1295
74;-1;-1;1281;1334
79;-1;-1;1249;1340
103;42;131;-1;-1
