1;2;92;1357;1451
2;0;110;1355;1461
3;0;110;1355;1460
4;0;110;1355;1461
5;0;110;1355;1461
6;0;110;1355;1460
7;0;110;1361;1460
8;0;108;1357;1461
9;0;109;1355;1461
10;0;110;1350;1460
11;0;109;1351;1461
12;0;112;1351;1462
13;0;110;1354;1461
14;0;111;1351;1460
15;0;110;1353;1461
16;0;112;1353;1462
17;0;110;1350;1462
18;0;110;-1;-1
34;5;106;-1;-1
36;0;142;-1;-1
38;-1;-1;1219;1244
43;0;108;1225;1230
48;0;108;1354;1460
50;0;114;-1;-1
51;0;130;-1;-1
65;-1;-1;1091;1244
67;0;110;-1;-1
69;-1;-1;1214;1220
86;0;105;-1;-1
90;-1;-1;1200;1220
92;-1;-1;1224;1244
93;-1;-1;1230;1244
95;0;119;-1;-1
97;0;120;-1;-1
100;0;112;-1;-1
105;-1;-1;1235;1244
117;-1;-1;1230;1241
122;0;109;1233;1244
135;-1;-1;1234;1244
142;0;115;-1;-1
