1;121;211;1351;1431
2;53;141;1352;1435
3;59;140;1348;1435
4;56;141;1351;1431
5;114;204;1352;1442
6;232;317;1351;1431
7;41;131;1351;1431
8;74;164;1351;1431
9;47;137;919;975
10;37;127;1351;1431
11;221;308;1351;1431
12;124;214;1351;1431
13;133;223;1351;1431
14;41;131;1351;1431
15;64;154;1351;1431
16;39;129;1348;1453
17;64;150;1347;1453
18;51;137;1347;1453
19;90;176;1347;1453
20;187;273;1347;1454
21;127;214;1351;1431
22;118;204;1347;1453
23;29;113;1347;1453
24;45;131;1351;1431
25;67;153;1351;1431
26;155;240;1350;1430
27;130;216;1351;1431
28;117;201;1351;1431
29;107;192;1351;1431
30;122;207;1351;1431
31;231;316;1351;1431
32;56;144;1347;1435
33;47;132;1350;1430
34;58;137;1359;1431
35;176;260;1359;1431
36;234;322;1359;1431
37;144;232;1359;1431
38;127;215;1359;1431
39;58;146;1359;1431
40;43;131;1359;1431
41;40;136;1359;1431
42;33;121;1351;1415
43;102;190;1359;1431
44;78;168;1359;1431
45;144;232;1359;1431
46;186;274;1359;1431
47;98;186;1359;1431
48;102;190;1359;1431
49;64;152;1359;1431
50;41;129;1359;1431
51;88;176;1359;1431
52;114;202;1351;1415
53;113;201;1359;1431
54;135;223;1359;1431
55;68;156;1351;1415
56;126;214;1359;1431
57;184;272;1351;1431
58;97;185;1351;1415
59;141;229;1360;1432
60;141;229;1360;1432
61;79;167;1351;1415
62;112;200;1359;1431
63;71;159;1351;1415
64;59;147;1351;1415
65;176;288;1359;1431
66;10;98;1359;1431
67;123;211;1351;1415
68;24;112;1360;1432
69;88;176;1359;1431
70;32;120;1351;1415
71;92;180;1359;1431
72;120;208;1351;1415
73;208;296;1351;1415
74;46;134;1351;1415
