1;313;403;1340;1430
2;67;157;1340;1430
3;94;184;1340;1430
4;191;281;1341;1431
5;42;132;1338;1428
6;128;218;1337;1427
7;55;145;1340;1430
8;39;129;1338;1428
9;52;142;1336;1426
10;171;261;1337;1427
11;108;198;1339;1429
12;56;146;1339;1429
13;100;190;1340;1430
14;118;208;1339;1429
15;127;217;1337;1427
16;78;168;1340;1430
17;145;235;1340;1430
18;66;156;1340;1430
19;36;126;1338;1428
20;91;181;1340;1430
21;84;174;1341;1431
22;47;137;1340;1430
23;73;163;1337;1427
24;79;169;1338;1428
25;122;212;1338;1428
26;97;187;1338;1428
27;49;139;1337;1427
28;109;199;1337;1427
29;40;130;-1;-1
30;42;132;1337;1427
31;27;117;1342;1432
32;75;165;1340;1430
33;43;133;1338;1428
34;137;227;1339;1429
35;54;144;1339;1429
36;49;139;1340;1430
37;157;247;1340;1430
38;57;147;1340;1430
39;47;137;1338;1428
40;156;246;1340;1430
41;28;118;1340;1430
42;98;188;1340;1430
43;43;133;1339;1429
44;111;201;1338;1428
45;723;813;1341;1431
46;86;176;1340;1430
47;87;177;1337;1427
48;111;201;1340;1430
49;95;185;1340;1430
50;153;243;1339;1429
51;55;145;1338;1428
52;36;126;-1;-1
