1;3;93;1284;1350
2;16;106;1318;1376
3;0;122;1296;1386
4;0;136;1318;1377
5;8;98;1318;1377
6;4;94;1318;1376
7;4;94;1318;1377
8;11;101;1318;1377
9;12;102;1318;1377
10;0;90;1318;1377
11;2;92;1318;1377
12;0;90;1317;1376
13;-1;-1;1318;1377
14;1;81;1318;1377
15;4;94;1318;1377
16;5;95;1318;1377
17;17;107;1318;1377
18;21;111;1318;1377
19;16;106;1318;1377
20;21;111;1318;1377
21;20;110;1318;1377
22;2;92;1318;1377
23;15;105;1318;1377
24;15;105;1297;1386
25;2;92;1318;1377
26;1;91;1318;1377
27;-1;-1;1318;1377
28;-1;-1;1319;1378
29;1;133;1320;1379
30;1;98;1318;1376
31;0;120;1318;1377
32;0;130;1318;1377
33;-1;-1;1318;1377
34;-1;-1;1318;1377
35;0;150;1318;1377
36;1;110;1318;1377
37;-1;-1;1296;1386
38;-1;-1;1319;1378
39;14;104;1296;1383
40;-1;-1;1320;1378
41;-1;-1;1301;1377
42;1;91;-1;-1
43;0;150;1296;1387
44;-1;-1;1292;1387
45;-1;-1;1297;1387
46;0;150;1298;1371
47;-1;-1;1318;1377
48;-1;-1;1318;1377
49;0;122;1297;1387
50;-1;-1;1320;1379
51;0;105;1296;1387
56;0;137;1298;1387
57;-1;-1;1297;1387
58;0;120;1296;1386
59;0;113;1296;1387
60;-1;-1;1296;1386
63;0;134;1296;1371
64;-1;-1;1296;1371
65;-1;-1;1296;1371
66;-1;-1;1294;1386
67;0;128;1295;1380
69;-1;-1;1295;1387
70;-1;-1;1296;1387
72;0;119;1297;1387
74;0;108;1311;1387
75;1;119;1281;1386
76;-1;-1;1296;1387
78;0;115;1296;1387
79;-1;-1;1294;1387
80;0;172;1295;1354
81;0;135;1295;1360
82;-1;-1;1296;1372
83;0;167;1295;1386
84;0;161;1295;1386
85;0;172;1296;1384
86;0;150;1296;1387
87;0;135;1295;1354
88;-1;-1;1296;1371
89;-1;-1;1296;1387
90;-1;-1;1292;1387
92;0;127;1296;1387
93;-1;-1;1293;1386
94;0;136;1296;1384
95;0;100;1312;1374
96;0;172;1295;1386
97;-1;-1;1295;1386
98;0;142;1295;1386
99;-1;-1;1295;1386
100;0;149;1295;1386
101;0;173;1295;1386
102;0;140;1295;1386
103;0;100;1295;1386
104;0;171;1295;1386
105;0;156;1295;1386
106;-1;-1;1295;1386
107;0;103;1296;1387
108;-1;-1;1296;1387
109;0;137;1280;1372
110;5;95;1278;1372
112;12;102;1282;1372
113;-1;-1;1281;1372
114;0;130;1281;1372
115;-1;-1;1281;1355
116;0;117;1281;1356
119;-1;-1;1281;1341
120;-1;-1;1281;1372
121;-1;-1;1278;1372
122;-1;-1;1282;1372
123;-1;-1;1281;1372
124;0;129;1281;1372
125;-1;-1;1281;1372
126;-1;-1;1281;1360
127;-1;-1;1308;1355
128;-1;-1;1281;1372
130;-1;-1;1281;1372
131;-1;-1;1207;1273
