2;220;310;1280;1406
3;-1;-1;1375;1465
4;40;130;1375;1465
5;40;140;1296;1386
6;40;130;1349;1440
7;25;115;1336;1426
8;611;701;1263;1353
9;43;133;1295;1385
10;16;106;1375;1465
11;0;90;1377;1467
12;40;130;1375;1465
13;31;121;1374;1464
14;8;98;1408;1498
15;10;100;1372;1462
16;6;96;1374;1461
17;0;90;-1;-1
18;45;135;1358;1445
19;45;135;1375;1462
20;0;90;-1;-1
21;0;90;-1;-1
22;0;90;-1;-1
23;20;110;1378;1465
24;0;90;-1;-1
25;122;219;1350;1440
26;5;95;1360;1450
27;96;186;1451;1542
28;12;102;-1;-1
29;5;95;-1;-1
30;26;116;-1;-1
31;5;95;1359;1450
32;18;116;-1;-1
33;41;138;1304;1394
34;185;282;1365;1455
35;73;163;-1;-1
36;94;191;1365;1455
37;5;102;1370;1461
38;0;97;1360;1450
39;5;102;1329;1419
40;30;127;1285;1375
41;55;153;1363;1453
42;5;102;1374;1464
43;5;102;1116;1207
44;5;102;1372;1462
45;62;159;1383;1473
46;88;185;1365;1455
47;201;298;1370;1460
49;5;105;-1;-1
51;128;217;1369;1459
