1;48;138;1328;1418
2;98;188;1326;1416
3;80;170;1326;1416
4;19;109;1321;1411
5;68;158;1322;1412
6;66;156;1317;1407
7;54;144;1321;1411
8;58;148;1321;1411
9;129;219;1322;1412
10;38;128;1321;1411
11;62;152;1322;1412
12;69;159;1323;1413
13;118;208;1319;1410
14;113;203;1321;1411
15;133;223;1323;1413
16;119;209;1322;1412
17;67;157;1322;1412
18;56;146;1315;1405
19;80;170;1320;1409
20;101;191;1320;1410
21;104;194;1322;1412
22;114;204;1321;1411
23;187;277;1320;1410
24;19;109;-1;-1
25;80;170;1325;1415
26;63;153;-1;-1
27;93;183;1320;1379
28;52;142;1320;1410
29;53;143;-1;-1
30;97;187;-1;-1
31;62;152;-1;-1
32;51;141;1308;1436
33;107;197;-1;-1
34;90;180;-1;-1
35;95;185;1322;1412
36;209;299;-1;-1
37;44;134;1320;1435
38;44;134;1320;1410
39;124;214;1322;1412
40;35;125;1323;1413
41;42;132;1320;1410
42;27;117;1320;1410
43;91;181;-1;-1
44;124;214;1327;1403
45;54;144;1321;1411
46;23;113;-1;-1
47;79;169;-1;-1
48;43;133;1324;1410
49;20;110;-1;-1
50;170;260;-1;-1
51;68;158;-1;-1
