2;0;130;1124;1164
3;26;116;1126;1164
6;1;128;1144;1164
7;0;130;953;1105
8;0;130;1126;1165
10;30;129;-1;-1
11;0;100;1126;1164
12;0;104;1126;1164
13;0;100;-1;-1
14;0;100;1126;1164
16;0;100;1126;1164
18;0;100;1126;1164
19;0;100;1126;1164
20;0;100;1126;1164
22;0;100;1126;1164
23;0;100;1126;1164
24;0;100;1126;1164
25;0;100;1126;1164
27;0;100;1120;1246
32;0;100;-1;-1
33;0;100;-1;-1
34;-1;-1;1126;1215
35;0;100;1126;1215
36;0;100;1126;1215
37;0;100;1126;1215
38;0;100;1126;1215
39;0;100;-1;-1
40;-1;-1;1126;1164
41;0;100;1126;1164
44;0;100;1126;1164
45;0;100;1126;1164
46;0;100;1126;1164
47;0;100;1126;1164
48;0;100;1126;1164
49;131;143;1126;1164
50;0;100;1126;1165
51;0;100;-1;-1
